episode,step,reward,terminated,truncated,value,entropy,action,log_prob,max_prob,probs_json,logits_json
0,0,0.0,0,0,0.043033577501773834,1.9410510063171387,3,-1.9646742343902588,0.16700926423072815,"[0.1430816799402237, 0.15765702724456787, 0.12851779162883759, 0.14020155370235443, 0.16700926423072815, 0.12342870980501175, 0.1401039958000183]","[-1.944339632987976, -1.847333312034607, -2.0516879558563232, -1.9646742343902588, -1.7897059917449951, -2.0920915603637695, -1.9653702974319458]"
0,1,0.0,0,0,0.04842936620116234,1.9412686824798584,0,-1.9439910650253296,0.16661281883716583,"[0.1431315541267395, 0.1570577770471573, 0.12896539270877838, 0.14033380150794983, 0.16661281883716583, 0.12376590073108673, 0.14013272523880005]","[-1.9439910650253296, -1.8511414527893066, -2.048211097717285, -1.963731288909912, -1.7920825481414795, -2.0893633365631104, -1.965165138244629]"
0,2,0.0,0,0,0.04887695610523224,1.9414252042770386,6,-1.9636907577514648,0.16610212624073029,"[0.14315280318260193, 0.156911239027977, 0.12908728420734406, 0.14029407501220703, 0.16610212624073029, 0.12411294132471085, 0.14033950865268707]","[-1.9438426494598389, -1.8520749807357788, -2.0472664833068848, -1.9640145301818848, -1.7951524257659912, -2.0865633487701416, -1.9636907577514648]"
0,3,0.0,0,0,0.056587398052215576,1.9395495653152466,4,-1.767482042312622,0.17076238989830017,"[0.14302371442317963, 0.15949544310569763, 0.12654471397399902, 0.13990694284439087, 0.17076238989830017, 0.12062621861696243, 0.13964049518108368]","[-1.94474458694458, -1.8357397317886353, -2.067159414291382, -1.9667775630950928, -1.767482042312622, -2.115058422088623, -1.9686838388442993]"
0,4,0.0,0,0,0.056728921830654144,1.940087080001831,5,-2.1077704429626465,0.16969643533229828,"[0.14309091866016388, 0.15854480862617493, 0.127370685338974, 0.14004145562648773, 0.16969643533229828, 0.12150857597589493, 0.13974711298942566]","[-1.9442750215530396, -1.841718077659607, -2.0606536865234375, -1.9658167362213135, -1.7737441062927246, -2.1077704429626465, -1.9679207801818848]"
0,5,0.0,0,0,0.10241381078958511,1.9378578662872314,6,-1.9700983762741089,0.17355696856975555,"[0.14301392436027527, 0.16224505007266998, 0.12374972552061081, 0.13998153805732727, 0.17355696856975555, 0.11800967901945114, 0.13944314420223236]","[-1.9448133707046509, -1.8186475038528442, -2.089494228363037, -1.9662448167800903, -1.7512494325637817, -2.136988639831543, -1.9700983762741089]"
0,6,0.0,0,0,0.07199722528457642,1.9402202367782593,6,-1.9661439657211304,0.1682480424642563,"[0.14309604465961456, 0.1594758778810501, 0.12682192027568817, 0.1406165063381195, 0.1682480424642563, 0.1217460185289383, 0.13999564945697784]","[-1.9442392587661743, -1.835862636566162, -2.064971446990967, -1.9617189168930054, -1.782315969467163, -2.105818271636963, -1.9661439657211304]"
0,7,0.0,0,0,0.0990845337510109,1.939953088760376,0,-1.9431424140930176,0.1689794510602951,"[0.14325308799743652, 0.15976685285568237, 0.12653131783008575, 0.14033764600753784, 0.1689794510602951, 0.12131369113922119, 0.1398179680109024]","[-1.9431424140930176, -1.8340398073196411, -2.067265510559082, -1.963703989982605, -1.7779781818389893, -2.1093757152557373, -1.9674140214920044]"
0,8,0.0,0,0,0.09511777758598328,1.9390122890472412,5,-2.1227729320526123,0.1712387502193451,"[0.14324066042900085, 0.16081830859184265, 0.12542873620986938, 0.14003144204616547, 0.1712387502193451, 0.11969924718141556, 0.13954280316829681]","[-1.9432291984558105, -1.8274800777435303, -2.0760176181793213, -1.965888261795044, -1.7646965980529785, -2.1227729320526123, -1.969383955001831]"
0,9,0.0,0,0,0.08363407850265503,1.9400852918624878,6,-1.968255639076233,0.16890382766723633,"[0.14322739839553833, 0.1592922806739807, 0.1269761472940445, 0.14050376415252686, 0.16890382766723633, 0.12139624357223511, 0.13970035314559937]","[-1.943321943283081, -1.8370146751403809, -2.063756227493286, -1.9625211954116821, -1.778425931930542, -2.1086955070495605, -1.968255639076233]"
